Tool ID,Timestamp,Frame #,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,Tracking Quality
1,1784433493.9313147,93,-74.52,-1.85,-2139.6,0.666858232399602,0.7367322843895104,0.11191800131834002,-0.7367322843895104,0.6292597075754305,0.24750305363832853,0.11191800131834002,-0.24750305363832853,0.9624014751758284,0.27290000000000003
1,1784433493.9871655,96,-74.52,-1.87,-2139.5,0.6666657097718094,0.7369236941933545,0.11180474207684307,-0.7367031616029475,0.6286792911505608,0.24905983329844672,0.11324876643333137,-0.24840655751176985,0.9620129412260943,0.2596
1,1784433494.0322018,99,-74.51,-1.8800000000000001,-2139.54,0.6665377167503742,0.7371611989301825,0.11099927450670156,-0.7366646950797873,0.6285016253090149,0.2496213813096364,0.11424797228923639,-0.24815131225875647,0.9619606681419232,0.2516
1,1784433494.0926654,102,-74.52,-1.87,-2139.53,0.666679685876636,0.7370280984390299,0.11103052981399915,-0.7366985140547205,0.6289704593792396,0.2483373927096658,0.1131967129778802,-0.24735752129178432,0.9622893332212447,0.2639
1,1784433494.1525042,105,-74.52,-1.86,-2139.55,0.6666659098194236,0.736868649491082,0.11216576162906707,-0.7367583831826435,0.6286792465814417,0.24889654422648697,0.11288777389397335,-0.24856990629394266,0.9620131767238344,0.2569
1,1784433494.1974444,108,-74.51,-1.86,-2139.52,0.6667025145910436,0.7368426474378573,0.11211899908021221,-0.7366214991153917,0.6284994619260889,0.24975426602885029,0.11356286399599197,-0.2491010623730581,0.9617963072530697,0.2533
1,1784433494.2576065,111,-74.51,-1.87,-2139.53,0.6665054401665992,0.7371245176195438,0.1114358279570912,-0.7366821774781592,0.6282995907443485,0.25007797515279484,0.11432352170207813,-0.24877111929369686,0.9617915899980595,0.28040000000000004
1,1784433494.317984,114,-74.5,-1.87,-2139.53,0.6665656220246757,0.7370731611410227,0.11141555843075432,-0.7366309008235838,0.6283666671646895,0.25006048777880857,0.11430305108216673,-0.24875386775268454,0.9617984850224018,0.24500000000000002
1,1784433494.3638296,117,-74.51,-1.87,-2139.53,0.666698191095849,0.7369604029366126,0.11136824723873703,-0.7366853642936831,0.6288808777633257,0.24860312873958793,0.11317330084876924,-0.2477866140192697,0.962181686526957,0.2776
1,1784433494.4226716,123,-74.52,-1.86,-2139.53,0.6666983411197781,0.7369329654056064,0.11154876264053963,-0.7367129344714572,0.6288808443579084,0.24852149963763406,0.11299280565854752,-0.2478682878025822,0.96218186314814,0.27690000000000003
1,1784433494.48267,126,-74.51,-1.87,-2139.53,0.6665568752252353,0.7370383302806912,0.11169794889352579,-0.7367068658020394,0.6284115581935725,0.2497236620924455,0.11386362882898902,-0.24874366972000878,0.9618532428619853,0.24910000000000002
1,1784433494.5425391,129,-74.51,-1.8800000000000001,-2139.53,0.6666907537135,0.7371104203134997,0.11041588281665383,-0.7363921895838681,0.6285450327877048,0.2503151710899269,0.11510856628766455,-0.24819220379205859,0.9618475180318549,0.2505
1,1784433494.602383,132,-74.52,-1.87,-2139.56,0.666687113460211,0.7369581954354136,0.11144914053805328,-0.7364033015307182,0.6282072215080959,0.25112917859089295,0.11505855135864645,-0.24949610222537966,0.9615161073708506,0.22030000000000002
1,1784433494.6472733,135,-74.52,-1.87,-2139.54,0.6666745683315475,0.7369584771511359,0.11152229774813553,-0.7366274474031679,0.628634453279306,0.24939672789056652,0.11368827411935695,-0.248416841428489,0.9619584446442867,0.23970000000000002
1,1784433494.7078152,138,-74.51,-1.87,-2139.4900000000002,0.6666969408974904,0.7370973693573677,0.1104656375728508,-0.7365472924841245,0.6288811561415708,0.2490111993151043,0.11407574208495636,-0.24737817109941115,0.9621802146850023,0.2494
1,1784433494.7676198,141,-74.51,-1.87,-2139.55,0.6666798692472431,0.7370007141595896,0.11121105731326245,-0.7367260604757806,0.6289704185580113,0.24825576407164543,0.1130162101484356,-0.2474392044669051,0.9622895491152701,0.2601
1,1784433494.813498,144,-74.51,-1.87,-2139.51,0.6665054401665992,0.7371245176195438,0.1114358279570912,-0.7366821774781592,0.6282995907443485,0.25007797515279484,0.11432352170207813,-0.24877111929369686,0.9617915899980595,0.26230000000000003
1,1784433494.87234,150,-74.51,-1.86,-2139.52,0.6667201538655199,0.7369124166603521,0.11155414201784362,-0.7364695046511012,0.6284095451578285,0.2504278584213281,0.11444171070243246,-0.2491215240125404,0.9616868311072841,0.2421
1,1784433494.93218,153,-74.51,-1.87,-2139.54,0.6667003809412996,0.7370628521990303,0.11067499248229686,-0.7363994080809507,0.6284999375070766,0.2504071491224373,0.11500658168449181,-0.24844754066368077,0.9617937958353739,0.2687
