timestamp,Transform 1,Transform 2
2026-07-18 20:50:14.841907-07:00,"[[ 0.07875 -0.98561  0.14959  0.00819]
 [-0.97302 -0.10864 -0.20355  0.81936]
 [ 0.21687 -0.12952 -0.96757  0.25466]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:14.863020-07:00,"[[ 0.07806 -0.98606  0.14697  0.00822]
 [-0.97284 -0.10757 -0.20499  0.81884]
 [ 0.21794 -0.12697 -0.96767  0.25464]
 [ 0.       0.       0.       1.     ]]","[[ 6.62055811e-01 -3.47729314e-02  7.48647411e-01 -5.00500000e+01]
 [-1.89431889e-01  9.58722880e-01  2.12051876e-01 -9.77000000e+00]
 [-7.25119068e-01 -2.82207870e-01  6.28140952e-01 -2.23520000e+03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2026-07-18 20:50:14.874029-07:00,"[[ 0.07756 -0.98644  0.14467  0.00826]
 [-0.97271 -0.1067  -0.20604  0.81837]
 [ 0.21868 -0.12474 -0.96779  0.25463]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:14.896022-07:00,"[[ 0.07666 -0.98679  0.14271  0.00831]
 [-0.97267 -0.10547 -0.20684  0.81791]
 [ 0.21916 -0.12295 -0.96791  0.25459]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:14.909800-07:00,"[[ 0.07574 -0.98716  0.14061  0.00834]
 [-0.9727  -0.10417 -0.20737  0.81747]
 [ 0.21935 -0.12107 -0.96811  0.25457]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:14.928546-07:00,"[[ 0.07467 -0.98754  0.13855  0.00838]
 [-0.97277 -0.10271 -0.2078   0.81703]
 [ 0.21944 -0.11927 -0.96831  0.25452]
 [ 0.       0.       0.       1.     ]]","[[ 6.57795773e-01 -3.83566036e-02  7.52219045e-01 -5.01100000e+01]
 [-1.84935775e-01  9.59905021e-01  2.10668247e-01 -1.03800000e+01]
 [-7.30139357e-01 -2.77688894e-01  6.24327957e-01 -2.23662000e+03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2026-07-18 20:50:14.940791-07:00,"[[ 0.0737  -0.98792  0.13634  0.0084 ]
 [-0.97281 -0.10131 -0.20828  0.8166 ]
 [ 0.21958 -0.11728 -0.96852  0.25448]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:14.967941-07:00,"[[ 0.07298 -0.98832  0.13381  0.00842]
 [-0.97283 -0.1001  -0.20874  0.8162 ]
 [ 0.2197  -0.11494 -0.96877  0.25442]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:14.978380-07:00,"[[ 0.0728  -0.98866  0.13138  0.00845]
 [-0.97276 -0.09946 -0.20939  0.81583]
 [ 0.22008 -0.11256 -0.96897  0.25437]
 [ 0.       0.       0.       1.     ]]","[[ 6.55173515e-01 -4.63193888e-02  7.54057146e-01 -5.00200000e+01]
 [-1.76255597e-01  9.61202938e-01  2.12185950e-01 -1.12900000e+01]
 [-7.34630267e-01 -2.71925407e-01  6.21590656e-01 -2.23905000e+03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2026-07-18 20:50:14.989571-07:00,"[[ 0.07277 -0.98897  0.129    0.00848]
 [-0.97264 -0.09899 -0.21016  0.81545]
 [ 0.22061 -0.11018 -0.96912  0.25429]
 [ 0.       0.       0.       1.     ]]","[[ 6.55173515e-01 -4.63193888e-02  7.54057146e-01 -5.00200000e+01]
 [-1.76255597e-01  9.61202938e-01  2.12185950e-01 -1.12900000e+01]
 [-7.34630267e-01 -2.71925407e-01  6.21590656e-01 -2.23905000e+03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2026-07-18 20:50:15.011449-07:00,"[[ 0.07259 -0.98926  0.12684  0.00849]
 [-0.97253 -0.09841 -0.21094  0.81508]
 [ 0.22116 -0.10805 -0.96924  0.25423]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.022643-07:00,"[[ 0.07216 -0.98954  0.12489  0.00851]
 [-0.97248 -0.09761 -0.21156  0.81471]
 [ 0.22153 -0.10619 -0.96935  0.25417]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.043884-07:00,"[[ 0.0715  -0.98979  0.12327  0.00855]
 [-0.97245 -0.09667 -0.21213  0.81434]
 [ 0.22188 -0.10471 -0.96944  0.25409]
 [ 0.       0.       0.       1.     ]]","[[ 6.53994510e-01 -4.97714993e-02  7.54860238e-01 -4.99600000e+01]
 [-1.72115708e-01  9.61875078e-01  2.12538275e-01 -1.16900000e+01]
 [-7.36659598e-01 -2.68922169e-01  6.20494563e-01 -2.24017000e+03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2026-07-18 20:50:15.058288-07:00,"[[ 0.07087 -0.99003  0.12177  0.00857]
 [-0.97241 -0.09578 -0.21274  0.81398]
 [ 0.22228 -0.10333 -0.96949  0.25403]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.076929-07:00,"[[ 0.07014 -0.99024  0.12042  0.00861]
 [-0.97239 -0.09481 -0.21326  0.81363]
 [ 0.22259 -0.10213 -0.96955  0.25395]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.088800-07:00,"[[ 0.06907 -0.99048  0.11905  0.00865]
 [-0.97245 -0.09349 -0.21356  0.81329]
 [ 0.22265 -0.10102 -0.96965  0.25385]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.110246-07:00,"[[ 0.06772 -0.99074  0.1177   0.0087 ]
 [-0.97257 -0.09187 -0.2137   0.81294]
 [ 0.22254 -0.1     -0.96978  0.25377]
 [ 0.       0.       0.       1.     ]]","[[ 6.51103935e-01 -5.25381131e-02  7.57168021e-01 -4.98200000e+01]
 [-1.68673580e-01  9.62638360e-01  2.11841005e-01 -1.20600000e+01]
 [-7.40008709e-01 -2.65644753e-01  6.17915833e-01 -2.24116000e+03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2026-07-18 20:50:15.121951-07:00,"[[ 0.06645 -0.99096  0.11652  0.00876]
 [-0.97264 -0.09039 -0.214    0.81259]
 [ 0.2226  -0.09912 -0.96986  0.2537 ]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.143250-07:00,"[[ 0.06488 -0.9912   0.11537  0.00884]
 [-0.97277 -0.08861 -0.21419  0.81224]
 [ 0.22252 -0.09833 -0.96996  0.25362]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.154452-07:00,"[[ 0.06374 -0.99144  0.11397  0.00892]
 [-0.97282 -0.0872  -0.21451  0.81189]
 [ 0.22261 -0.0972  -0.97005  0.25354]
 [ 0.       0.       0.       1.     ]]","[[ 6.50096731e-01 -5.42782568e-02  7.57910358e-01 -4.97300000e+01]
 [-1.64661794e-01  9.63680514e-01  2.10253087e-01 -1.25800000e+01]
 [-7.41795615e-01 -2.61483724e-01  6.17547997e-01 -2.24222000e+03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2026-07-18 20:50:15.176380-07:00,"[[ 0.06263 -0.99166  0.11267  0.009  ]
 [-0.97288 -0.08585 -0.2148   0.81154]
 [ 0.22268 -0.09616 -0.97014  0.25346]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.188056-07:00,"[[ 0.06226 -0.99187  0.111    0.0091 ]
 [-0.97287 -0.08514 -0.21514  0.81124]
 [ 0.22284 -0.0946  -0.97026  0.25342]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.209456-07:00,"[[ 0.0624  -0.99208  0.10901  0.00927]
 [-0.97263 -0.08493 -0.21626  0.81096]
 [ 0.22381 -0.09253 -0.97023  0.25339]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.220753-07:00,"[[ 0.062   -0.99262  0.10424  0.00942]
 [-0.97174 -0.08387 -0.22067  0.81067]
 [ 0.22778 -0.08761 -0.96976  0.25338]
 [ 0.       0.       0.       1.     ]]","[[ 6.49741912e-01 -5.72085352e-02  7.57999097e-01 -4.96600000e+01]
 [-1.62897436e-01  9.63520067e-01  2.12352315e-01 -1.31600000e+01]
 [-7.42495706e-01 -2.61450309e-01  6.16720247e-01 -2.24315000e+03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2026-07-18 20:50:15.242478-07:00,"[[ 0.06374 -0.99313  0.09817  0.00958]
 [-0.97043 -0.08463 -0.22608  0.81036]
 [ 0.23283 -0.08086 -0.96915  0.25336]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.253680-07:00,"[[ 0.06868 -0.9932   0.09398  0.00982]
 [-0.96923 -0.08875 -0.2296   0.81007]
 [ 0.23638 -0.07532 -0.96874  0.25336]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.275575-07:00,"[[ 0.07352 -0.99324  0.08983  0.01007]
 [-0.96842 -0.09262 -0.2315   0.80979]
 [ 0.23826 -0.06997 -0.96868  0.25338]
 [ 0.       0.       0.       1.     ]]","[[ 6.42277790e-01 -7.29754579e-02  7.62990055e-01 -4.95400000e+01]
 [-1.52571802e-01  9.63363475e-01  2.20573479e-01 -1.35200000e+01]
 [-7.51133201e-01 -2.58080214e-01  6.07612966e-01 -2.24380000e+03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2026-07-18 20:50:15.287333-07:00,"[[ 0.07674 -0.99324  0.08707  0.01032]
 [-0.96812 -0.09511 -0.23172  0.80952]
 [ 0.23844 -0.06651 -0.96888  0.25342]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.311104-07:00,"[[ 0.07776 -0.99324  0.08616  0.0106 ]
 [-0.96831 -0.09581 -0.23066  0.80926]
 [ 0.23736 -0.06549 -0.96921  0.25344]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.319859-07:00,"[[ 0.0773  -0.99329  0.08606  0.01086]
 [-0.96865 -0.09526 -0.22943  0.80901]
 [ 0.23609 -0.06563 -0.96951  0.25349]
 [ 0.       0.       0.       1.     ]]","[[ 6.16115634e-01 -8.49035894e-02  7.83066349e-01 -4.98200000e+01]
 [-1.70419735e-01  9.56255048e-01  2.37767527e-01 -1.53300000e+01]
 [-7.68998465e-01 -2.79942250e-01  5.74694438e-01 -2.24459000e+03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2026-07-18 20:50:15.341691-07:00,"[[ 0.07585 -0.99338  0.0863   0.01112]
 [-0.96896 -0.09385 -0.22869  0.80877]
 [ 0.23528 -0.06628 -0.96967  0.25352]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.352938-07:00,"[[ 0.07412 -0.99345  0.08695  0.01135]
 [-0.96924 -0.09229 -0.22816  0.80855]
 [ 0.23469 -0.06737 -0.96973  0.25358]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.374327-07:00,"[[ 0.07252 -0.99351  0.08767  0.01158]
 [-0.9694  -0.09089 -0.22806  0.80834]
 [ 0.23455 -0.06845 -0.96969  0.25363]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.386567-07:00,"[[ 0.07062 -0.99356  0.08865  0.01176]
 [-0.96959 -0.08925 -0.22788  0.80816]
 [ 0.23433 -0.06986 -0.96965  0.25369]
 [ 0.       0.       0.       1.     ]]","[[ 6.03141536e-01 -8.34880734e-02  7.93252815e-01 -5.00300000e+01]
 [-1.78867009e-01  9.55022457e-01  2.36513636e-01 -1.61000000e+01]
 [-7.77320321e-01 -2.84537956e-01  5.61080450e-01 -2.24460000e+03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2026-07-18 20:50:15.409411-07:00,"[[ 0.06867 -0.9936   0.08968  0.01192]
 [-0.96976 -0.08759 -0.22782  0.80801]
 [ 0.23422 -0.07132 -0.96957  0.25376]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.419126-07:00,"[[ 0.06651 -0.99365  0.09073  0.01205]
 [-0.96992 -0.08572 -0.22784  0.80786]
 [ 0.23418 -0.07285 -0.96946  0.25383]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.440480-07:00,"[[ 0.06464 -0.9937   0.09154  0.01214]
 [-0.96996 -0.08412 -0.22827  0.80774]
 [ 0.23453 -0.07404 -0.96929  0.2539 ]
 [ 0.       0.       0.       1.     ]]","[[ 5.94104047e-01 -8.15734715e-02  8.00241308e-01 -5.02800000e+01]
 [-1.85113775e-01  9.54277983e-01  2.34704968e-01 -1.65800000e+01]
 [-7.82798360e-01 -2.87574860e-01  5.51840038e-01 -2.24454000e+03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2026-07-18 20:50:15.451775-07:00,"[[ 0.06336 -0.99372  0.09218  0.0122 ]
 [-0.96998 -0.08305 -0.22855  0.80763]
 [ 0.23477 -0.07494 -0.96916  0.25398]
 [ 0.       0.       0.       1.     ]]","[[ 5.94104047e-01 -8.15734715e-02  8.00241308e-01 -5.02800000e+01]
 [-1.85113775e-01  9.54277983e-01  2.34704968e-01 -1.65800000e+01]
 [-7.82798360e-01 -2.87574860e-01  5.51840038e-01 -2.24454000e+03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2026-07-18 20:50:15.473007-07:00,"[[ 0.06249 -0.99374  0.09259  0.01222]
 [-0.97002 -0.08231 -0.22866  0.80754]
 [ 0.23485 -0.07553 -0.96909  0.25405]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.484771-07:00,"[[ 0.06183 -0.99376  0.0928   0.01222]
 [-0.97006 -0.08171 -0.22873  0.80747]
 [ 0.23488 -0.07588 -0.96906  0.2541 ]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.508957-07:00,"[[ 0.06144 -0.99376  0.09305  0.01216]
 [-0.97003 -0.08141 -0.22893  0.80743]
 [ 0.23508 -0.0762  -0.96899  0.25417]
 [ 0.       0.       0.       1.     ]]","[[ 5.90215667e-01 -8.06774498e-02  8.03203969e-01 -5.04900000e+01]
 [-1.87252883e-01  9.54170991e-01  2.33439668e-01 -1.67700000e+01]
 [-7.85227244e-01 -2.88182008e-01  5.48059583e-01 -2.24468000e+03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2026-07-18 20:50:15.518425-07:00,"[[ 0.06097 -0.99376  0.09339  0.01207]
 [-0.97002 -0.08104 -0.2291   0.80741]
 [ 0.23524 -0.07662 -0.96891  0.25422]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.539296-07:00,"[[ 0.06093 -0.99373  0.0938   0.01194]
 [-0.96993 -0.08113 -0.22945  0.8074 ]
 [ 0.23562 -0.077   -0.96879  0.25427]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.550878-07:00,"[[ 0.06136 -0.99367  0.09415  0.0118 ]
 [-0.96977 -0.08168 -0.22996  0.80741]
 [ 0.23619 -0.0772  -0.96864  0.25432]
 [ 0.       0.       0.       1.     ]]","[[ 5.91978735e-01 -8.09561856e-02  8.01877343e-01 -5.04500000e+01]
 [-1.84789420e-01  9.54803788e-01  2.32814509e-01 -1.65900000e+01]
 [-7.84483300e-01 -2.85999688e-01  5.50263692e-01 -2.24496000e+03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2026-07-18 20:50:15.572414-07:00,"[[ 0.06252 -0.99357  0.0944   0.01163]
 [-0.96946 -0.08293 -0.2308   0.80743]
 [ 0.23714 -0.07709 -0.96841  0.25437]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.601483-07:00,"[[ 0.06416 -0.99348  0.09428  0.01142]
 [-0.96906 -0.08459 -0.23188  0.80748]
 [ 0.23834 -0.07649 -0.96817  0.25442]
 [ 0.       0.       0.       1.     ]]","[[ 5.96083606e-01 -8.17948363e-02  7.98745228e-01 -5.04000000e+01]
 [-1.79461571e-01  9.56058289e-01  2.31832035e-01 -1.62500000e+01]
 [-7.82609659e-01 -2.81535349e-01  5.55211643e-01 -2.24528000e+03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2026-07-18 20:50:15.606394-07:00,"[[ 0.0665  -0.99338  0.09363  0.0112 ]
 [-0.96857 -0.08681 -0.23312  0.80756]
 [ 0.2397  -0.07518 -0.96793  0.25448]
 [ 0.       0.       0.       1.     ]]","[[ 5.96083606e-01 -8.17948363e-02  7.98745228e-01 -5.04000000e+01]
 [-1.79461571e-01  9.56058289e-01  2.31832035e-01 -1.62500000e+01]
 [-7.82609659e-01 -2.81535349e-01  5.55211643e-01 -2.24528000e+03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2026-07-18 20:50:15.621539-07:00,"[[ 0.06845 -0.99339  0.09219  0.01097]
 [-0.96784 -0.08854 -0.23548  0.80764]
 [ 0.24208 -0.0731  -0.9675   0.25453]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.633925-07:00,"[[ 0.06991 -0.99347  0.09022  0.01071]
 [-0.96691 -0.08973 -0.23882  0.8077 ]
 [ 0.24536 -0.07054 -0.96686  0.25459]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.654287-07:00,"[[ 0.07143 -0.99346  0.08902  0.01047]
 [-0.96625 -0.09107 -0.24099  0.80779]
 [ 0.24752 -0.06881 -0.96644  0.25465]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.666756-07:00,"[[ 0.07294 -0.99345  0.08799  0.01022]
 [-0.96587 -0.09236 -0.24202  0.80789]
 [ 0.24856 -0.06734 -0.96627  0.2547 ]
 [ 0.       0.       0.       1.     ]]","[[ 6.08416430e-01 -8.48590753e-02  7.89068048e-01 -5.04000000e+01]
 [-1.69136997e-01  9.57559480e-01  2.33393483e-01 -1.54600000e+01]
 [-7.75385145e-01 -2.75461030e-01  5.68242111e-01 -2.24559000e+03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2026-07-18 20:50:15.687360-07:00,"[[ 0.07434 -0.99337  0.08766  0.00996]
 [-0.96555 -0.09368 -0.24277  0.808  ]
 [ 0.24938 -0.06659 -0.96612  0.25476]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.699113-07:00,"[[ 0.07499 -0.99329  0.08806  0.00969]
 [-0.96549 -0.09441 -0.24273  0.80813]
 [ 0.24941 -0.06682 -0.96609  0.25482]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.720444-07:00,"[[ 0.07403 -0.99329  0.0889   0.00939]
 [-0.96566 -0.09366 -0.24233  0.80828]
 [ 0.24903 -0.0679  -0.96611  0.25489]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.732612-07:00,"[[ 0.07167 -0.99334  0.0902   0.00906]
 [-0.9661  -0.09162 -0.24138  0.80844]
 [ 0.24804 -0.06984 -0.96623  0.25495]
 [ 0.       0.       0.       1.     ]]","[[ 6.30064037e-01 -8.74040805e-02  7.71608603e-01 -5.06000000e+01]
 [-1.48797415e-01  9.61644568e-01  2.30432318e-01 -1.35800000e+01]
 [-7.62153947e-01 -2.60000482e-01  5.92892157e-01 -2.24598000e+03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2026-07-18 20:50:15.753507-07:00,"[[ 0.06895 -0.99336  0.09205  0.00872]
 [-0.96657 -0.08936 -0.24033  0.80864]
 [ 0.24696 -0.0724  -0.96632  0.25501]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.765263-07:00,"[[ 0.06633 -0.99337  0.09388  0.00834]
 [-0.96702 -0.08718 -0.2393   0.80886]
 [ 0.2459  -0.07491 -0.9664   0.25509]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.787171-07:00,"[[ 0.06398 -0.99339  0.0953   0.00793]
 [-0.96736 -0.0852  -0.23867  0.80909]
 [ 0.24521 -0.07692 -0.96641  0.25516]
 [ 0.       0.       0.       1.     ]]","[[ 6.38434836e-01 -8.49588595e-02  7.64972518e-01 -5.08300000e+01]
 [-1.39402652e-01  9.64687667e-01  2.23482896e-01 -1.22600000e+01]
 [-7.56946406e-01 -2.49318464e-01  6.04046722e-01 -2.24586000e+03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2026-07-18 20:50:15.798332-07:00,"[[ 0.0617  -0.9934   0.0967   0.00747]
 [-0.96766 -0.08328 -0.23813  0.80935]
 [ 0.24461 -0.07888 -0.96641  0.25525]
 [ 0.       0.       0.       1.     ]]","[[ 6.38434836e-01 -8.49588595e-02  7.64972518e-01 -5.08300000e+01]
 [-1.39402652e-01  9.64687667e-01  2.23482896e-01 -1.22600000e+01]
 [-7.56946406e-01 -2.49318464e-01  6.04046722e-01 -2.24586000e+03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2026-07-18 20:50:15.820320-07:00,"[[ 0.06013 -0.99337  0.09799  0.00698]
 [-0.9678  -0.08205 -0.23795  0.80962]
 [ 0.24442 -0.08053 -0.96632  0.25536]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.830865-07:00,"[[ 0.05859 -0.9933   0.09963  0.00644]
 [-0.96797 -0.08094 -0.23765  0.80993]
 [ 0.24413 -0.08251 -0.96623  0.25547]
 [ 0.       0.       0.       1.     ]]","[[ 6.43961604e-01 -8.58154675e-02  7.60229675e-01 -5.10700000e+01]
 [-1.32480129e-01  9.66169611e-01  2.21281040e-01 -1.03800000e+01]
 [-7.53500145e-01 -2.43211819e-01  6.10807288e-01 -2.24545000e+03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2026-07-18 20:50:15.853284-07:00,"[[ 0.05722 -0.99321  0.10128  0.00589]
 [-0.96813 -0.07997 -0.23732  0.81026]
 [ 0.24381 -0.08447 -0.96614  0.2556 ]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.865037-07:00,"[[ 0.05556 -0.9931   0.10328  0.00531]
 [-0.96838 -0.0788  -0.23672  0.81063]
 [ 0.24323 -0.08686 -0.96607  0.25572]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.886013-07:00,"[[ 0.05445 -0.99297  0.10511  0.0047 ]
 [-0.96852 -0.07813 -0.23636  0.81103]
 [ 0.24291 -0.08893 -0.96596  0.25585]
 [ 0.       0.       0.       1.     ]]","[[ 6.45509669e-01 -8.71052783e-02  7.58768698e-01 -5.14200000e+01]
 [-1.28059353e-01  9.67066491e-01  2.19961824e-01 -8.16000000e+00]
 [-7.52939618e-01 -2.39154913e-01  6.13096125e-01 -2.24492000e+03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2026-07-18 20:50:15.897563-07:00,"[[ 0.05383 -0.99284  0.10667  0.00405]
 [-0.96858 -0.07789 -0.2362   0.81144]
 [ 0.24281 -0.09061 -0.96583  0.25597]
 [ 0.       0.       0.       1.     ]]","[[ 6.45509669e-01 -8.71052783e-02  7.58768698e-01 -5.14200000e+01]
 [-1.28059353e-01  9.67066491e-01  2.19961824e-01 -8.16000000e+00]
 [-7.52939618e-01 -2.39154913e-01  6.13096125e-01 -2.24492000e+03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2026-07-18 20:50:15.919056-07:00,"[[ 0.0544  -0.99265  0.1081   0.00337]
 [-0.96842 -0.07883 -0.23653  0.81187]
 [ 0.24331 -0.09182 -0.96559  0.2561 ]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.930213-07:00,"[[ 0.05561 -0.99247  0.10911  0.00265]
 [-0.96817 -0.08031 -0.23707  0.81231]
 [ 0.24404 -0.09245 -0.96535  0.25624]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:15.951410-07:00,"[[ 0.05674 -0.9923   0.11013  0.00192]
 [-0.96795 -0.08171 -0.2375   0.81276]
 [ 0.24467 -0.09313 -0.96513  0.25636]
 [ 0.       0.       0.       1.     ]]","[[ 6.48189911e-01 -9.05975979e-02  7.56070046e-01 -5.16400000e+01]
 [-1.20089042e-01  9.68310240e-01  2.18983794e-01 -5.45000000e+00]
 [-7.51949773e-01 -2.32738813e-01  6.16769149e-01 -2.24420000e+03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2026-07-18 20:50:15.963933-07:00,"[[ 0.05788 -0.99211  0.11121  0.00116]
 [-0.9678  -0.08309 -0.23762  0.81322]
 [ 0.24499 -0.09387 -0.96497  0.25648]
 [ 0.       0.       0.       1.     ]]","[[ 6.48189911e-01 -9.05975979e-02  7.56070046e-01 -5.16400000e+01]
 [-1.20089042e-01  9.68310240e-01  2.18983794e-01 -5.45000000e+00]
 [-7.51949773e-01 -2.32738813e-01  6.16769149e-01 -2.24420000e+03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2026-07-18 20:50:15.984227-07:00,"[[ 5.8820e-02 -9.9194e-01  1.1224e-01  3.9000e-04]
 [-9.6779e-01 -8.4230e-02 -2.3724e-01  8.1368e-01]
 [ 2.4478e-01 -9.4670e-02 -9.6495e-01  2.5660e-01]
 [ 0.0000e+00  0.0000e+00  0.0000e+00  1.0000e+00]]",
2026-07-18 20:50:15.997137-07:00,"[[ 5.9350e-02 -9.9186e-01  1.1263e-01 -4.1000e-04]
 [-9.6784e-01 -8.4800e-02 -2.3684e-01  8.1414e-01]
 [ 2.4447e-01 -9.4950e-02 -9.6500e-01  2.5672e-01]
 [ 0.0000e+00  0.0000e+00  0.0000e+00  1.0000e+00]]","[[ 6.50150788e-01 -9.69242014e-02  7.53597805e-01 -5.19200000e+01]
 [-1.14195621e-01  9.68099157e-01  2.23032246e-01 -2.53000000e+00]
 [-7.51174622e-01 -2.31062160e-01  6.18342111e-01 -2.24369000e+03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
2026-07-18 20:50:16.017308-07:00,"[[ 0.05938 -0.99186  0.11267 -0.00124]
 [-0.96804 -0.08477 -0.23602  0.8146 ]
 [ 0.24365 -0.09506 -0.96519  0.25682]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:16.029450-07:00,"[[ 0.05913 -0.99187  0.11271 -0.0021 ]
 [-0.9682  -0.08448 -0.23546  0.81506]
 [ 0.24307 -0.0952  -0.96533  0.25694]
 [ 0.       0.       0.       1.     ]]",
2026-07-18 20:50:16.050330-07:00,"[[ 0.05861 -0.99192  0.11251 -0.00296]
 [-0.96847 -0.08384 -0.2346   0.81551]
 [ 0.24214 -0.09521 -0.96556  0.25702]
 [ 0.       0.       0.       1.     ]]","[[ 6.52173725e-01 -1.03631387e-01  7.50952707e-01 -5.20800000e+01]
 [-1.07231866e-01  9.68039828e-01  2.26716162e-01  5.70000000e-01]
 [-7.50447039e-01 -2.28384384e-01  6.20217554e-01 -2.24315000e+03]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]"
