Tool ID,Timestamp,Frame #,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,Tracking Quality
1,1785874918.5563166,92,141.46,160.75,-1910.3700000000001,0.8912217302236152,-0.05510351062504771,0.4502082081593148,0.0991372426090649,0.9922582876076256,-0.07480172325457389,-0.4426009881429289,0.11129732157953176,0.8897849580118361,0.16540000000000002
1,1785874918.622107,95,141.16,160.84,-1909.71,0.8807684312891545,-0.04591466011901486,0.47131604516565867,0.08470774468390876,0.9945114165516369,-0.06141368201811675,-0.4659093993846954,0.09401535159010987,0.8798235875619501,0.5638000000000001
1,1785874918.6819463,98,141.14000000000001,160.84,-1909.66,0.8808843934633742,-0.04582532006632198,0.4711079763636807,0.08478946880605177,0.9944801412652452,-0.061806104946399695,-0.46567524234411556,0.09438902833421343,0.8799075405960971,0.5531
1,1785874918.7268255,101,141.15,160.83,-1909.68,0.8814641264734013,-0.04573989747770535,0.47003069635845285,0.08451516725441185,0.9945090951537902,-0.06171585015494702,-0.4646269258711142,0.09412503086383603,0.8804898059151166,0.5337000000000001
1,1785874918.7866647,104,141.15,160.84,-1909.64,0.8816675365489312,-0.04580679429035744,0.469642515742112,0.08445006837965652,0.9945256471790537,-0.06153798057911546,-0.4642526692937914,0.09391738230979998,0.8807093642931614,0.5495
1,1785874918.846504,107,141.15,160.84,-1909.68,0.8812797373709488,-0.045865295201358895,0.47036411342223344,0.08438033167982732,0.9945575574448544,-0.061116483496086026,-0.465001058197714,0.0935501984253226,0.8803535518469775,0.5406000000000001
1,1785874918.9063432,113,141.15,160.84,-1909.66,0.8818507100630213,-0.045730217908417456,0.46930594747072385,0.08453709819933473,0.9944930428421183,-0.06194406159318697,-0.46388878428927466,0.09429917766700387,0.8808602959050575,0.5255000000000001
1,1785874918.9661832,116,141.15,160.84,-1909.6100000000001,0.8813752853336589,-0.04563242332059833,0.47020770766215747,0.08461425865613942,0.9944772052904993,-0.06209279660049056,-0.4647774022422812,0.09451333291915842,0.8803687842406892,0.5453
1,1785874919.0110626,119,141.15,160.84,-1909.68,0.8808960937408586,-0.04568054738971515,0.4711001588009413,0.08454858539753389,0.994509621712936,-0.0616615684820684,-0.4656969065168589,0.09414828681696168,0.8799218666166099,0.5465
1,1785874919.0709088,122,141.15,160.84,-1909.66,0.8811889239958804,-0.045855100834293776,0.47053521648699054,0.08438423881340451,0.9945578201631345,-0.06110681297724791,-0.4651724201485559,0.09355240285439378,0.8802627831808548,0.5482
