Tool ID,Timestamp,Frame #,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,Tracking Quality
1,1784842783.1266,92,-29.810000000000002,46.5,-2060.94,-0.5235977195441989,0.7998287766847445,-0.2934609958326652,-0.8492442599367879,-0.5174947659400104,0.10480149898313278,-0.06804127462454088,0.30409389209860654,0.9502090768540304,0.12190000000000001
1,1784842783.1866271,95,-29.82,46.51,-2060.93,-0.5233555620754371,0.7995674313951662,-0.2946029163074247,-0.8492038806511205,-0.5179555358345473,0.10283400208794906,-0.07036849246488591,0.3039966867426076,0.9500706761697973,0.0983
1,1784842783.2315905,98,-29.830000000000002,46.52,-2060.93,-0.5233839779335706,0.7993711286480188,-0.2950847510909773,-0.8492571456154506,-0.5176112754748204,0.1041194896377547,-0.06950908043938298,0.30509730609319036,0.9497810913842984,0.11760000000000001
1,1784842783.2914813,101,-29.82,46.51,-2060.91,-0.5232464231136296,0.7996462918103767,-0.29458273658296147,-0.8492102490234725,-0.5181185025659807,0.10195670773557525,-0.07109946309420569,0.3035111617267142,0.9501714798156257,0.1077
1,1784842783.3516076,104,-29.82,46.51,-2060.93,-0.5232482914908733,0.7995883024979454,-0.2947367841996256,-0.8493413885163883,-0.5175281746788833,0.10384504883044234,-0.06950130362040655,0.3046688939192803,0.9499191722841825,0.0947
1,1784842783.3964944,107,-29.82,46.51,-2060.95,-0.5231615518963662,0.7995872922277149,-0.2948934599568751,-0.8493507109989291,-0.5176201608008812,0.10330894858667233,-0.0700382776986964,0.30451523975069145,0.9499290017767535,0.0994
1,1784842783.45646,110,-29.82,46.51,-2060.9,-0.5231344358729416,0.7993281332998384,-0.2956431925806764,-0.8492856465288695,-0.517851665297784,0.10268175762204348,-0.07102290196788226,0.3048018833007886,0.9497639492696872,0.11130000000000001
1,1784842783.5165684,113,-29.82,46.5,-2060.93,-0.5232482914908733,0.7995883024979454,-0.2947367841996256,-0.8493413885163883,-0.5175281746788833,0.10384504883044234,-0.06950130362040655,0.3046688939192803,0.9499191722841825,0.1077
1,1784842783.5765026,119,-29.82,46.51,-2060.92,-0.523146733201061,0.7993901511743174,-0.2954536879894373,-0.8494083732626251,-0.5173214262351902,0.10432620662771899,-0.06944718116956722,0.30553875067410124,0.9496437020609942,0.1082
1,1784842783.6365764,122,-29.830000000000002,46.5,-2060.91,-0.5231893902920278,0.7995838167015805,-0.29485349235644054,-0.8493026021616623,-0.5177852797034198,0.10287611036523764,-0.07041272503806002,0.3042435277723828,0.9499883809612252,0.1014
