frame_number,video_timestamp,matched_timestamp,time_difference,NDI Transform,SI Transform
4708,2026-07-28 15:13:55.698336-07:00,2026-07-28 15:13:55.710303-07:00,0 days 00:00:00.011967,"[[-0.52832913  0.78677004  0.31915708 -0.01214   ]
 [-0.79331333 -0.59138793  0.14461771 -0.14965   ]
 [ 0.30252653 -0.17678582  0.93660262 -1.9541    ]
 [ 0.          0.          0.          1.        ]]","[[-0.21735  0.94731  0.23529 -0.0292 ]
 [ 0.85846  0.30024 -0.41582  0.81782]
 [-0.46455  0.11161 -0.87848  0.35029]
 [ 0.       0.       0.       1.     ]]"
4709,2026-07-28 15:13:55.740256-07:00,2026-07-28 15:13:55.770141-07:00,0 days 00:00:00.029885,"[[-0.52859798  0.78702964  0.31807    -0.01212   ]
 [-0.79334291 -0.59132401  0.14471675 -0.14959   ]
 [ 0.3019788  -0.1758416   0.93695706 -1.95419   ]
 [ 0.          0.          0.          1.        ]]","[[-0.2138   0.94775  0.23675 -0.02931]
 [ 0.85934  0.29772 -0.4158   0.8178 ]
 [-0.46456  0.11455 -0.8781   0.35029]
 [ 0.       0.       0.       1.     ]]"
4710,2026-07-28 15:13:55.767149-07:00,2026-07-28 15:13:55.770141-07:00,0 days 00:00:00.002992,"[[-0.52859798  0.78702964  0.31807    -0.01212   ]
 [-0.79334291 -0.59132401  0.14471675 -0.14959   ]
 [ 0.3019788  -0.1758416   0.93695706 -1.95419   ]
 [ 0.          0.          0.          1.        ]]","[[-0.2138   0.94775  0.23675 -0.02931]
 [ 0.85934  0.29772 -0.4158   0.8178 ]
 [-0.46456  0.11455 -0.8781   0.35029]
 [ 0.       0.       0.       1.     ]]"
4711,2026-07-28 15:13:55.799063-07:00,2026-07-28 15:13:55.770141-07:00,0 days 00:00:00.028922,"[[-0.52859798  0.78702964  0.31807    -0.01212   ]
 [-0.79334291 -0.59132401  0.14471675 -0.14959   ]
 [ 0.3019788  -0.1758416   0.93695706 -1.95419   ]
 [ 0.          0.          0.          1.        ]]","[[-0.2138   0.94775  0.23675 -0.02931]
 [ 0.85934  0.29772 -0.4158   0.8178 ]
 [-0.46456  0.11455 -0.8781   0.35029]
 [ 0.       0.       0.       1.     ]]"
4712,2026-07-28 15:13:55.831974-07:00,2026-07-28 15:13:55.830008-07:00,0 days 00:00:00.001966,"[[-0.52849836  0.78660038  0.31929505 -0.01212   ]
 [-0.7936303  -0.59132309  0.14313612 -0.14952   ]
 [ 0.30139746 -0.17775502  0.93678318 -1.95422   ]
 [ 0.          0.          0.          1.        ]]","[[-0.21373  0.94757  0.23757 -0.02938]
 [ 0.85916  0.29807 -0.41593  0.8178 ]
 [-0.46493  0.11522 -0.87782  0.3503 ]
 [ 0.       0.       0.       1.     ]]"
4713,2026-07-28 15:13:55.865883-07:00,2026-07-28 15:13:55.889818-07:00,0 days 00:00:00.023935,"[[-0.52858604  0.78631824  0.31984436 -0.01212   ]
 [-0.79363667 -0.59146858  0.14249828 -0.14945   ]
 [ 0.30122689 -0.17851761  0.93669303 -1.95423   ]
 [ 0.          0.          0.          1.        ]]","[[-0.21492  0.94738  0.23722 -0.02949]
 [ 0.85939  0.29885 -0.41489  0.81782]
 [-0.46395  0.1147  -0.8784   0.35031]
 [ 0.       0.       0.       1.     ]]"
4714,2026-07-28 15:13:55.896831-07:00,2026-07-28 15:13:55.889818-07:00,0 days 00:00:00.007013,"[[-0.52858604  0.78631824  0.31984436 -0.01212   ]
 [-0.79363667 -0.59146858  0.14249828 -0.14945   ]
 [ 0.30122689 -0.17851761  0.93669303 -1.95423   ]
 [ 0.          0.          0.          1.        ]]","[[-0.21492  0.94738  0.23722 -0.02949]
 [ 0.85939  0.29885 -0.41489  0.81782]
 [-0.46395  0.1147  -0.8784   0.35031]
 [ 0.       0.       0.       1.     ]]"
4715,2026-07-28 15:13:55.932702-07:00,2026-07-28 15:13:55.949656-07:00,0 days 00:00:00.016954,"[[-0.52835635  0.78697448  0.3186075  -0.0121    ]
 [-0.79398951 -0.59090586  0.14286679 -0.14938   ]
 [ 0.30069956 -0.17748644  0.93705834 -1.9543    ]
 [ 0.          0.          0.          1.        ]]","[[-0.21432  0.94786  0.23588 -0.02964]
 [ 0.86075  0.29742 -0.41309  0.81785]
 [-0.46171  0.1145  -0.87961  0.35032]
 [ 0.       0.       0.       1.     ]]"
4716,2026-07-28 15:13:55.961623-07:00,2026-07-28 15:13:55.949656-07:00,0 days 00:00:00.011967,"[[-0.52835635  0.78697448  0.3186075  -0.0121    ]
 [-0.79398951 -0.59090586  0.14286679 -0.14938   ]
 [ 0.30069956 -0.17748644  0.93705834 -1.9543    ]
 [ 0.          0.          0.          1.        ]]","[[-0.21432  0.94786  0.23588 -0.02964]
 [ 0.86075  0.29742 -0.41309  0.81785]
 [-0.46171  0.1145  -0.87961  0.35032]
 [ 0.       0.       0.       1.     ]]"
4717,2026-07-28 15:13:55.996529-07:00,2026-07-28 15:13:56.009494-07:00,0 days 00:00:00.012965,"[[-0.5288095   0.78622784  0.3196972  -0.01209   ]
 [-0.79409165 -0.59129647  0.14066603 -0.14922   ]
 [ 0.29963137 -0.17948335  0.93702015 -1.95443   ]
 [ 0.          0.          0.          1.        ]]","[[-0.21275  0.94796  0.23686 -0.02974]
 [ 0.86118  0.29644 -0.41291  0.81786]
 [-0.46164  0.11614 -0.87943  0.35034]
 [ 0.       0.       0.       1.     ]]"
4718,2026-07-28 15:13:56.029439-07:00,2026-07-28 15:13:56.009494-07:00,0 days 00:00:00.019945,"[[-0.5288095   0.78622784  0.3196972  -0.01209   ]
 [-0.79409165 -0.59129647  0.14066603 -0.14922   ]
 [ 0.29963137 -0.17948335  0.93702015 -1.95443   ]
 [ 0.          0.          0.          1.        ]]","[[-0.21275  0.94796  0.23686 -0.02974]
 [ 0.86118  0.29644 -0.41291  0.81786]
 [-0.46164  0.11614 -0.87943  0.35034]
 [ 0.       0.       0.       1.     ]]"
4719,2026-07-28 15:13:56.068337-07:00,2026-07-28 15:13:56.069332-07:00,0 days 00:00:00.000995,"[[-0.52974115  0.78604784  0.31859554 -0.0121    ]
 [-0.79415476 -0.5915827   0.13909752 -0.14915   ]
 [ 0.29781291 -0.17932849  0.93762933 -1.9545    ]
 [ 0.          0.          0.          1.        ]]","[[-0.21094  0.948    0.23833 -0.02987]
 [ 0.86193  0.29539 -0.4121   0.81788]
 [-0.46107  0.1185  -0.87942  0.35036]
 [ 0.       0.       0.       1.     ]]"
4720,2026-07-28 15:13:56.098282-07:00,2026-07-28 15:13:56.069332-07:00,0 days 00:00:00.028950,"[[-0.52974115  0.78604784  0.31859554 -0.0121    ]
 [-0.79415476 -0.5915827   0.13909752 -0.14915   ]
 [ 0.29781291 -0.17932849  0.93762933 -1.9545    ]
 [ 0.          0.          0.          1.        ]]","[[-0.21094  0.948    0.23833 -0.02987]
 [ 0.86193  0.29539 -0.4121   0.81788]
 [-0.46107  0.1185  -0.87942  0.35036]
 [ 0.       0.       0.       1.     ]]"
