Tool ID,Timestamp,Frame #,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,Tracking Quality
1,1784335539.7932928,92,-119.67,-134.31,-2052.95,0.8929705780069207,0.34217347682939603,-0.2924394955686878,-0.3181047399252618,0.9393995796322394,0.12781942037051067,0.3184539546795852,-0.02111259200701229,0.9477031904597969,0.163
1,1784335539.8531442,95,-119.69,-134.32,-2052.91,0.8934019682801597,0.34199028044295354,-0.29133412288244975,-0.31840249808995935,0.9394865098423658,0.12643159033360096,0.31694285333985645,-0.020192719152210718,0.9482296566813495,0.1501
1,1784335539.9130764,98,-119.68,-134.31,-2052.88,0.8932074064432383,0.3421570611916742,-0.29173459608284485,-0.3182091002403642,0.9394068107427406,0.12750612712482026,0.31768458823046736,-0.0210568137862744,0.9479626116013271,0.13770000000000002
1,1784335539.9730766,101,-119.68,-134.3,-2052.88,0.8936569109269992,0.34188441360170047,-0.29067571843660217,-0.3185452753190963,0.9395344147132738,0.1257139258048498,0.3160794727980521,-0.019751741837304503,0.9485270874203319,0.1222
1,1784335540.0330515,104,-119.68,-134.31,-2052.9,0.8935203645367361,0.34199658278065387,-0.290963392069335,-0.31843749075150285,0.9394827258752912,0.12637156430866409,0.3165737238654287,-0.020261913737050347,0.9483514813663168,0.1404
1,1784335540.079093,107,-119.68,-134.31,-2052.89,0.8934052005993096,0.34210504077111564,-0.2911894376880812,-0.3182677129997082,0.939427699756615,0.12720558082069677,0.3170690940537142,-0.020969931067809647,0.9481705814815015,0.1308
1,1784335540.1380255,113,-119.68,-134.32,-2052.86,0.8937199816529094,0.34203063372117476,-0.29030955890327687,-0.3183947885701805,0.9394595008673268,0.12665150943223577,0.31605276933713716,-0.02075793405917983,0.9485144991869768,0.1283
1,1784335540.1980257,116,-119.68,-134.31,-2052.88,0.8937136040900084,0.34180168821165685,-0.29059869201376104,-0.3186633643388702,0.9395758823391454,0.1251032435824459,0.31580002231266524,-0.01920331383583768,0.9486314240235996,0.1305
1,1784335540.2580013,119,-119.68,-134.31,-2052.88,0.8933419156981078,0.3419583919123033,-0.29155562052134465,-0.31841869428984815,0.9395030091131421,0.1262680917496558,0.3170958164082001,-0.01996381897590895,0.948183362619443,0.14150000000000001
1,1784335540.3189719,122,-119.68,-134.31,-2052.9,0.893461183494989,0.3419934349337113,-0.2911487661831576,-0.31841999705837604,0.9394846173127395,0.12640157952367254,0.31675829754100754,-0.020227315565265594,0.9482905866051533,0.1203
1,1784335540.3933434,128,-119.69,-134.32,-2052.91,0.893578709880721,0.34197107310530545,-0.290814157851904,-0.3184886043346183,0.9394954429491077,0.12614801459732602,0.3163575479688976,-0.020102184882892674,0.9484270156454006,0.14650000000000002
1,1784335540.453652,131,-119.68,-134.31,-2052.87,0.8935339306933339,0.34170579846126814,-0.29126321772181846,-0.318712054991519,0.9396245425817984,0.12461278016732022,0.3162589772683191,-0.01851664861396698,0.9484921681391488,0.1305
1,1784335540.5140657,134,-119.69,-134.31,-2052.91,0.8934011655003263,0.34196157217328965,-0.29137028098183027,-0.3184361797160378,0.9395011159343585,0.1262380790647194,0.3169112761176446,-0.019998407808300124,0.9482443286171656,0.14100000000000001
1,1784335540.5739508,137,-119.68,-134.31,-2052.87,0.893461183494989,0.3419934349337113,-0.2911487661831576,-0.31841999705837604,0.9394846173127395,0.12640157952367254,0.31675829754100754,-0.020227315565265594,0.9482905866051533,0.1264
1,1784335540.6348243,140,-119.68,-134.31,-2052.84,0.8934619879729372,0.3420221168009338,-0.29111260307045334,-0.31838632838859454,0.9394699722035033,0.12659509162356486,0.31678987032838807,-0.020421629390358433,0.9482758750017665,0.1426
1,1784335540.6793892,143,-119.68,-134.31,-2052.87,0.8934544298800992,0.3421220884219544,-0.291018312725209,-0.3186884219905046,0.9394460057220554,0.1260114757554967,0.31650730073227257,-0.01984134437674119,0.9483825439328238,0.128
